LA,ESTAB,URN,PERCTOT,PPERSABS10
929,4079,122326,6.9,15.9
929,4130,122328,12.3,38.7
929,4150,143469,5.1,12.2
929,4161,122334,7.3,21.5
929,4162,122335,7.4,20.4
929,4168,138078,5.8,13.4
929,4198,146871,7.4,20.2
929,4199,146894,5.9,13.6
929,4309,137748,6.7,17.6
929,4332,122348,7.7,19.8
929,4361,122350,8.6,20.6
929,4369,146926,10.5,27.8
929,4370,122352,7.9,23.7
929,4404,122354,7.2,20.6
929,4417,143291,9.3,27.7
929,4424,137457,9.4,24
929,4426,145783,6.8,16.6
929,4437,137598,12.5,36
929,4438,150196,9.2,27.8
929,4439,122363,10.5,32.6
929,4441,143292,6.2,15.1
929,4501,137746,9,21.7
929,4632,141814,11.6,32.9
929,4654,148260,5.7,13.5
929,4800,145784,5.4,12.8
929,4802,145639,4.6,9.1
929,5201,145637,4.3,6.3
929,5400,122374,11.2,31.4
929,5950,145957,10.5,31.3
929,6905,135619,6.8,15
929,6906,135886,13,40.3
929,7000,149842,25.6,72.7
929,7003,122382,10.6,30.4
929,7006,122383,14.3,33
929,7010,122384,8.3,28.8
929,7012,122385,10.1,31
929,7018,146121,8.2,28.4
929,7021,122388,9.1,30.4
929,7022,122389,19.9,48.9
929,7024,132771,51.2,91.7
931,2000,138774,6.8,22
931,2001,142200,5.6,20.3
931,2002,145648,4.4,9.3
931,2003,138501,6.1,17.9
931,2004,139064,5.5,16.9
931,2007,139709,7.8,24.1
931,2008,139777,6.5,20.9
931,2009,140344,5.4,17.5
931,2010,140556,6.3,20.6
931,2011,140652,5.2,10
931,2012,140688,4.5,9.9
931,2013,140827,5.4,10.3
931,2014,141201,8.5,22.5
931,2015,141231,7,16
931,2016,141364,4.7,8.3
931,2017,141951,4.3,8.1
931,2019,142409,5.9,14
931,2020,143951,5.8,14.6
931,2021,144398,4.8,10.2
931,2022,146270,4.8,10.8
931,2023,146278,7.6,23.2
931,2024,146380,5.7,15.6
931,2025,146381,7.1,24.8
931,2027,146815,6.2,16.4
931,2028,147032,6.8,18.1
931,2030,147640,4.9,13.6
931,2031,147641,5.1,16.2
931,2032,147759,6.8,17.9
931,2033,147839,6,17.4
931,2034,147865,5.1,10.5
931,2035,147898,5.8,15.8
931,2036,147909,5.9,10.1
931,2037,148247,7.2,20
931,2038,148570,4.2,10
931,2039,149405,3.8,4.9
931,2042,150303,5.3,14.1
931,2043,150408,3.7,7.1
931,2044,150512,8,24.1
931,2053,139298,6.6,19.4
931,2055,122994,5.5,15.5
931,2056,145094,7,19.3
931,2057,122996,5.9,15.1
931,2058,122997,4,6.8
931,2060,146810,4.8,10.6
931,2103,123001,4.7,11.8
931,2104,123002,4.1,5.7
931,2106,123003,3.7,5.6
931,2151,146236,3.9,5.2
931,2200,123006,6.6,16.8
931,2202,123007,4.4,8.5
931,2207,123008,5.9,17.1
931,2208,123009,3.8,8.9
931,2210,123011,5.9,14.8
931,2211,141051,5.4,12.1
931,2250,142645,4.3,6.7
931,2251,142341,6.2,20
931,2252,123015,7.5,22.8
931,2254,123016,5.3,11.3
931,2255,144185,4.9,10.6
931,2302,145651,5.6,10.3
931,2303,142449,10.3,27
931,2304,142362,7.9,22
931,2352,123021,4.9,10.4
931,2353,123022,5.6,14.4
931,2354,123023,4.1,8
931,2357,123025,4.3,6.2
931,2450,123028,3.1,5.6
931,2452,143969,4.8,10.8
931,2455,146481,6.1,14.1
931,2456,123031,5.3,18.2
931,2459,147281,3.8,7.8
931,2463,123034,6.2,15.2
931,2465,123036,5.3,10.9
931,2504,123037,3.9,7.6
931,2506,123038,5.2,11.7
931,2507,123039,11.8,30.3
931,2510,123040,4.9,10.1
931,2512,123041,3.5,7.2
931,2513,123042,4.8,13.4
931,2525,123046,6.2,20.2
931,2527,123047,4.8,11.9
931,2533,123050,4.1,7.5
931,2534,142384,4.5,11
931,2555,123057,4.5,6.7
931,2560,123059,5.3,9.9
931,2561,137992,6.7,19.4
931,2562,138009,6,15.5
931,2563,123062,3.6,7.7
931,2565,123063,5.3,9.5
931,2566,144547,4,7
931,2567,139762,4.3,6.6
931,2572,140301,5.6,16.3
931,2573,140237,5,11.2
931,2574,137920,5.2,8.8
931,2578,145649,4.3,12.5
931,2583,123072,4.7,10.3
931,2587,123073,3.4,6.5
931,2589,123074,6.8,17.9
931,2590,123075,6,16.4
931,2591,123076,4,8.3
931,2593,139985,7,21
931,2594,123079,5.4,17.3
931,2595,123080,4.4,14.1
931,2596,140279,4.5,10.7
931,2598,144871,8.4,24.5
931,2601,123084,4.5,7.1
931,2602,123085,3.6,5
931,2605,123087,4.9,10.9
931,2607,142728,6.3,14.9
931,2608,130962,5.4,13.6
931,2609,139750,3.4,3.3
931,2610,132057,4.8,12
931,2613,133532,4,8.8
931,3004,144187,5.8,18.8
931,3005,142206,4,5.8
931,3022,144872,6.5,22.1
931,3040,142350,3.9,5.3
931,3043,123096,5.1,11.4
931,3044,123097,4.2,6
931,3064,123098,4.1,8.1
931,3065,150064,4,9.3
931,3081,123100,4.6,8.6
931,3082,123101,3.4,5.4
931,3083,123102,4,8.6
931,3085,123103,3.9,8.5
931,3090,147753,4.4,3.4
931,3100,123105,4.3,5.7
931,3120,123106,4.9,7.7
931,3122,123107,5.7,10.4
931,3123,123108,4.3,4.8
931,3124,143986,4.1,6
931,3125,123110,4.1,4.3
931,3127,140983,4,7.4
931,3128,142152,5,11.1
931,3130,140871,7.4,13.6
931,3131,142140,6.3,12.9
931,3141,123115,7.1,14.1
931,3142,123116,3.3,2
931,3144,143889,5.8,15.1
931,3145,123118,3.6,2.6
931,3146,123119,4.6,7
931,3147,141053,5.4,12.2
931,3161,144432,6.9,14.8
931,3167,144433,3.9,8.1
931,3180,123124,5.5,19.8
931,3181,147507,4.8,12.3
931,3182,123126,5.3,12.6
931,3183,123127,4.1,10.5
931,3184,123128,5.9,15.3
931,3186,123129,4.6,11.1
931,3187,123130,6.3,17.4
931,3188,123131,4.5,15.4
931,3200,123133,4.5,6.2
931,3205,123135,5.9,7.1
931,3206,123136,9.1,21.1
931,3207,142508,6.2,19.6
931,3208,140916,4.7,11.2
931,3210,123139,7.9,26.1
931,3211,123140,4.3,9
931,3213,123142,7.4,30.2
931,3216,123143,4.2,8.7
931,3221,144568,5.6,14.9
931,3222,140278,3.8,3.3
931,3223,123146,4.2,9.6
931,3224,141459,4.4,11.2
931,3225,142664,5.2,8.8
931,3228,140474,6.6,18.8
931,3230,140307,4.1,8.8
931,3231,123151,3.2,3.7
931,3232,140283,5.2,13.4
931,3234,123154,5.9,17.7
931,3235,123155,4.7,9.9
931,3237,144584,4.9,9.6
931,3238,123157,3.9,10.1
931,3239,140293,5.9,14.4
931,3240,123159,6.2,20.6
931,3241,123160,4.7,11.4
931,3242,123161,6.6,16.4
931,3243,146941,6.4,13.3
931,3244,145650,5.4,14.2
931,3246,140255,5.4,14.6
931,3247,123166,5.1,11.3
931,3249,123168,4.4,5.6
931,3250,140473,4.6,11
931,3251,123170,5,8.6
931,3253,123172,6.4,18
931,3254,123173,4.3,5.2
931,3256,146939,4.9,13.8
931,3257,123176,4.5,8.1
931,3258,123177,4.5,10.2
931,3260,123178,4.8,8.7
931,3262,123179,5.8,19.1
931,3302,142191,4.2,6
931,3351,144525,5.3,12.7
931,3408,123183,4.6,8.7
931,3420,141150,5.8,14.8
931,3452,144530,3.9,3.9
931,3453,147716,4.7,10
931,3500,123187,4.2,10.4
931,3505,123188,5.1,12.1
931,3550,141833,3.4,6.2
931,3555,141816,6.5,15.1
931,3556,139532,6.3,19.5
931,3600,141840,6.2,14.5
931,3605,142377,5.3,12.7
931,3651,140915,4,8.5
931,3655,143888,5,10.1
931,3752,123197,4.1,7
931,3755,123198,9.7,26.5
931,3801,123200,6.6,16.7
931,3803,123201,4,6.3
931,3807,144577,5,8.1
931,3810,123203,3.8,5.3
931,3820,123204,6.3,12.7
931,3822,139527,4.9,13.1
931,3823,139530,4,7.4
931,3824,123207,4.5,8.1
931,3825,141155,6.5,15.3
931,3826,139529,6,12.8
931,3828,144186,4.5,8.5
931,3832,123211,4.3,9.6
931,3833,123212,4.4,11.3
931,3834,123213,4.5,9.5
931,3835,123214,4.9,12.3
931,3836,139477,4.9,9.4
931,3837,137910,4.7,10.5
931,3838,123216,4.2,9.5
931,3839,139480,6.8,16.4
931,3842,123218,5.9,20.3
931,3850,123219,4.4,8.5
931,3851,149419,5.8,14.9
931,3852,144688,4.6,9.4
931,3853,123222,2.7,1.2
931,3854,123223,5.3,8.2
931,3855,123224,4.5,7.9
931,3856,123225,4.6,10.7
931,3858,123227,4.8,13.8
931,3859,150190,4.5,8.4
931,3861,135265,5.2,12.1
931,3912,139770,5.8,12.7
931,4000,138499,14.1,39
931,4002,138269,5.5,15.5
931,4004,140653,12.3,32.9
931,4006,140886,11.5,29.2
931,4007,142218,10.6,27.2
931,4008,141111,13.3,40.5
931,4010,137936,9.9,27.2
931,4011,142024,8.8,23.7
931,4013,146103,10.9,29.3
931,4014,146800,10.5,32.5
931,4016,147203,8,21.2
931,4017,147872,9.7,27.4
931,4018,148353,7.4,20.5
931,4019,148354,16.8,45.2
931,4032,141069,8.4,22.4
931,4040,138289,9.6,27.6
931,4041,123236,9.2,23.1
931,4050,138210,11.7,30.9
931,4052,144008,10.7,25.7
931,4054,137919,8.6,23.7
931,4055,137921,6.6,13.4
931,4060,138897,10.7,33.7
931,4077,140875,8.7,24.4
931,4082,143984,8.6,24.3
931,4094,137976,7,18.4
931,4116,137970,8.3,23.4
931,4120,139146,10.7,29.4
931,4125,143890,10.9,29.8
931,4126,140580,11.5,32.3
931,4127,146392,8.9,23.5
931,4128,142104,9.1,25
931,4129,138762,7.8,21
931,4139,138490,7.8,19.1
931,4140,137357,10.7,28.8
931,4141,137993,10.4,29.8
931,4142,137140,11.5,31.5
931,4560,138817,9.7,27.7
931,4580,138667,11.4,29.5
931,4600,141146,6.3,13.2
931,5200,123273,3.9,8.1
931,5950,147784,11.6,35.9
931,6905,135365,8.9,23.7
931,6907,136261,11.2,31.8
931,7000,139079,8.4,26.3
931,7002,123329,20.5,45.1
931,7003,140217,4.3,12.5
931,7004,147728,30.7,69.4
931,7007,123331,8.8,15.6
931,7008,149322,12.4,38.4
931,7009,149826,17.7,38.2
931,7010,123332,9.8,25.9
931,7011,123333,10.6,34.4
931,7012,147127,9.1,33
931,7018,139312,9.5,23.5
931,7020,147821,13.7,44.1
931,7027,139322,10.1,30.5
931,7029,146683,9.9,32.2
933,2000,139278,9,24
933,2001,145199,7.9,14.3
933,2002,139324,7.2,20.8
933,2003,139338,5.3,12.9
933,2004,139385,5.5,14.1
933,2005,139387,5,8.9
933,2007,139717,9.1,32.3
933,2010,139934,4.8,9.9
933,2011,139945,3.5,3.3
933,2012,140220,9,25.6
933,2013,140408,9.4,27.9
933,2014,141695,5.9,15.7
933,2016,142326,3.5,4.3
933,2017,142327,4.8,9.3
933,2018,142402,5.7,8.3
933,2019,123641,6.9,17.9
933,2020,123642,6,16.5
933,2021,142579,6.7,16.4
933,2022,123643,6.9,21.4
933,2023,142819,5.4,15.7
933,2025,144757,5.5,13.5
933,2026,144984,4.7,10.2
933,2027,144985,6.2,16.2
933,2028,123644,6.9,21.2
933,2029,141782,6.1,18.6
933,2030,146069,9.4,31
933,2032,139617,4.8,11.1
933,2033,146243,4.3,8.2
933,2034,141790,4.2,7.4
933,2035,146747,5.3,13
933,2037,146778,4.4,10.5
933,2038,123650,5.3,7.4
933,2039,147015,8.7,19.3
933,2040,147019,6.6,18.8
933,2041,123651,6.4,17.6
933,2042,147024,8.9,19.2
933,2043,146447,5,9.7
933,2044,147522,9.4,41.7
933,2045,123653,4.4,7.8
933,2046,123654,4.6,9.8
933,2047,123655,6,15.6
933,2048,142800,5.9,16.2
933,2049,147523,5.5,8.3
933,2050,147842,3.2,3.3
933,2052,148531,10.8,28.4
933,2053,148550,4.8,4.8
933,2054,149379,5.4,9.1
933,2055,149487,9.4,32
933,2057,123658,4.5,10.5
933,2058,149851,6,13.9
933,2059,146446,4.3,8.6
933,2060,150027,6,22.2
933,2061,150233,6.1,10.7
933,2062,123660,7.5,26.3
933,2063,150285,7.6,26.1
933,2065,150636,6.4,22.9
933,2066,150637,10,48
933,2067,123662,8.5,32.7
933,2068,123663,6,15.8
933,2069,123664,7.9,19.6
933,2070,137175,3.9,6.2
933,2071,150638,5.9,25
933,2072,150875,6.7,22.5
933,2081,123667,5.4,15.5
933,2085,123669,6.1,16.9
933,2102,137174,7,20.4
933,2106,123672,5.2,9.6
933,2110,148315,4.9,13.9
933,2113,136848,5.5,12.7
933,2150,123678,5,10
933,2152,123679,7.1,24
933,2157,123681,9.8,31.2
933,2165,123682,8.2,26.8
933,2166,123683,6.9,14.6
933,2169,148023,4.3,7.8
933,2172,141795,4.8,7.7
933,2175,123689,5.8,13.8
933,2180,144436,5.1,8.3
933,2182,123695,5.3,12.8
933,2185,123697,5.3,12.2
933,2200,123700,4.8,10.6
933,2203,123701,4,4.7
933,2206,123703,6.1,14.5
933,2211,123705,5.8,9.1
933,2212,123706,4.8,7.5
933,2216,137126,4.1,6.7
933,2221,123710,6.6,17.1
933,2224,123711,5.4,10.7
933,2226,145674,4.3,7.9
933,2227,123713,6.2,13.5
933,2228,123714,4.4,8.2
933,2229,148001,7.3,20.4
933,2250,136841,6,13
933,2255,147822,6.2,15.5
933,2300,123718,6.2,16.9
933,2302,123719,5.1,12.4
933,2306,123720,5.4,11.5
933,2309,140455,4.7,9.9
933,2310,147420,6.6,18.9
933,2311,123724,7.7,23.9
933,2312,138849,6.1,22.2
933,2314,123726,10.2,29.6
933,2319,138843,5.9,13.2
933,2320,123730,5.9,17
933,2325,144437,9.4,26.8
933,2327,123735,5.8,13.1
933,2329,136926,5.2,10.5
933,2330,146704,5.2,13.5
933,2331,123738,4.3,11.3
933,2332,123739,7.4,24.5
933,2333,132227,4.9,11.6
933,2334,133560,7.6,19
933,2335,135830,5.5,13.4
933,3001,123740,7.9,25.3
933,3008,123742,4.1,8.1
933,3009,123743,5.8,12
933,3017,123745,4.8,10.2
933,3020,123746,4.3,10.4
933,3029,123747,6.1,16.5
933,3035,123749,6.2,12.9
933,3037,123750,4.8,8.8
933,3039,123751,6.5,16.4
933,3040,123752,5.9,16.7
933,3041,150030,5.4,9.7
933,3042,123754,6.2,12.5
933,3047,123755,8.1,19.6
933,3048,123756,11.9,29.2
933,3058,123758,4.9,7.8
933,3060,123759,6.6,24.6
933,3061,123760,7.4,20.4
933,3062,123761,4.6,7.6
933,3064,123762,6,12.5
933,3065,140456,6,12.8
933,3066,123764,5.8,14.8
933,3076,123766,5.1,12.5
933,3078,123767,5.9,12.3
933,3085,141800,8.5,23.5
933,3086,140636,5.4,9.2
933,3101,123774,5.5,11.1
933,3105,150031,5.1,11.8
933,3110,123776,4.7,9.8
933,3114,123777,7.5,23.7
933,3115,138942,7.5,19.8
933,3119,123779,6.5,14.6
933,3121,123780,5.3,10.6
933,3123,140645,8.5,28.7
933,3129,123782,6.7,25
933,3132,123783,6.3,15.5
933,3151,123784,4.4,6.8
933,3152,123785,6.8,15.5
933,3154,123786,5.6,10.7
933,3158,123789,5.1,8.9
933,3159,147324,7,21.4
933,3178,123793,7,18
933,3180,123795,7.5,21.1
933,3181,123796,7.4,35.5
933,3182,145675,3.5,5
933,3184,141162,4.7,8.5
933,3186,123800,5.2,9.7
933,3189,141159,5,11.3
933,3191,140062,5.1,13.1
933,3195,146676,5.1,9.1
933,3225,138763,3.6,1.6
933,3227,146942,4.7,9.4
933,3232,143331,6.2,15.8
933,3236,143330,6.5,14
933,3237,143332,5.2,15.2
933,3238,147823,4.9,9.8
933,3240,136601,4.9,6.8
933,3276,123814,4.3,12.6
933,3277,123815,6.6,17.6
933,3278,123816,5.6,15.5
933,3281,123818,5.2,11
933,3283,140305,4.6,10.9
933,3284,123820,7.1,27.1
933,3285,123821,9.2,30.8
933,3286,146717,6.2,16.2
933,3287,123823,4.5,7.3
933,3290,135832,5.1,16.3
933,3305,123827,5.5,13
933,3307,123828,4.8,12.8
933,3311,123829,4.4,11.4
933,3313,123830,5.7,9.1
933,3314,123831,6.8,13.3
933,3317,147824,7.6,24
933,3322,123833,5.6,12.8
933,3329,123834,7.5,19.6
933,3331,123835,5.3,11
933,3342,123836,6.1,4.7
933,3344,123837,6.2,13.8
933,3353,138541,6.5,19.1
933,3356,147326,6.6,14.5
933,3358,123840,4.8,9.2
933,3359,123841,4.4,12
933,3361,148949,6.3,14.5
933,3369,123843,6.5,23.2
933,3371,150177,4.7,11.9
933,3401,148950,6.6,17.6
933,3402,148951,6.2,20
933,3436,123849,4.3,9.5
933,3437,123850,3.4,3.5
933,3438,123851,4.8,7.1
933,3439,123852,4.8,10
933,3484,123854,8,26.8
933,3485,123855,5.4,9.6
933,3486,123856,7.4,28
933,3487,148952,5.6,14.8
933,3488,148953,5.5,14.8
933,3489,143621,4.7,10.2
933,3490,123860,6.3,18.8
933,3492,145676,4.6,7.5
933,3493,143958,4.5,5.3
933,3494,135612,5.2,12.3
933,4000,123862,14.3,40.1
933,4001,138375,12,32.4
933,4003,139655,11,30.3
933,4004,140416,8.9,24.4
933,4005,146439,11.6,34
933,4006,147016,9.3,27.7
933,4007,147651,6.5,16.5
933,4009,148830,9.2,22.7
933,4010,150038,9.8,28.4
933,4011,150130,13.1,33.2
933,4100,136851,8.6,22.4
933,4201,137203,9.3,24.9
933,4250,136839,9.8,30.3
933,4257,136970,8.2,23.9
933,4258,137202,10.8,30.8
933,4274,136295,10.1,28
933,4277,123871,9.3,30.2
933,4282,137192,11.4,29.8
933,4283,136913,9,23.1
933,4287,137118,7.5,36.4
933,4290,136774,9.6,28.9
933,4291,136791,14.6,44.9
933,4300,123878,10.5,30.4
933,4308,145677,11.4,32.8
933,4309,136917,11.6,31.5
933,4355,136639,11.5,33.3
933,4358,136916,6.7,16
933,4410,147825,7.6,21.5
933,4450,137080,10.4,29.6
933,4455,136894,8.5,22.9
933,4504,137285,10.2,30.3
933,4508,123893,10.8,32
933,4552,137741,7.6,21
933,4553,140631,10.1,29.3
933,4583,136783,8.9,25.3
933,4584,143329,7,20.9
933,5200,123899,5.3,13.3
933,5201,123900,7.4,18.2
933,5202,146896,6.9,19
933,5203,137437,5.6,14.2
933,5400,137313,10.6,31.8
933,5950,150134,33.6,73.8
933,6905,136193,13.9,35
933,7000,142118,35.2,65.6
933,7003,123938,9.8,29.6
933,7007,123940,9.1,28
933,7014,146698,12.8,36.4
933,7016,123944,14.4,43.8
933,7018,123945,7.7,20.8
933,7019,147126,7.9,29.7
935,2000,138117,6.1,18.8
935,2001,139803,5.7,16.4
935,2002,124531,4.8,12.4
935,2003,136316,6.4,19.3
935,2006,139804,6.5,20.3
935,2007,124534,4.8,12
935,2009,124536,6.8,24.3
935,2010,140044,6.5,17.5
935,2011,124537,6.5,18
935,2012,124538,6.9,22.1
935,2013,124539,5.6,13
935,2014,140573,2.2,1.4
935,2015,124540,5.4,10.2
935,2016,140623,3.7,5.3
935,2017,140822,5.2,11.1
935,2020,124543,4.1,7.7
935,2021,124544,4.4,7.6
935,2022,142993,5.6,13.7
935,2025,140823,5.1,9.2
935,2026,124547,5.8,14.9
935,2027,140887,7.8,25.1
935,2029,140998,7.3,18.9
935,2030,142995,5.5,13.1
935,2031,142566,7.6,21.7
935,2032,124550,3.5,5
935,2034,124552,6.8,17.8
935,2035,124553,5.6,14.5
935,2036,138161,5.7,15.8
935,2040,141546,5.4,14
935,2042,124559,4.7,8.8
935,2043,141172,8.4,27.9
935,2045,148509,5,11.7
935,2047,141371,6.1,17.4
935,2048,141372,6.2,19
935,2050,141373,5.5,13.8
935,2051,141406,5.7,13.6
935,2052,141702,7.3,21.6
935,2053,141736,5.4,10.7
935,2054,139485,5.9,13.3
935,2055,124565,3.8,3.5
935,2056,141983,5.2,13.7
935,2057,141984,6.5,23
935,2058,144211,7.5,18.8
935,2059,141985,5.1,14.2
935,2060,143359,5.6,11.7
935,2063,143492,6,16.1
935,2064,143491,6.6,16.7
935,2065,142016,6.3,18.6
935,2066,124572,5.7,19.8
935,2067,144443,6.5,19.2
935,2068,124574,5.1,9.6
935,2069,146021,4.4,7.5
935,2070,147880,5.5,12.9
935,2071,124577,3.2,5.4
935,2072,124578,6.1,17.7
935,2073,141550,6.8,16.2
935,2074,147261,7.6,27.7
935,2076,124582,6.2,18.3
935,2078,142017,8.3,27.6
935,2079,124584,4.2,5
935,2080,144444,5.2,14.6
935,2083,144850,5.2,6.4
935,2084,124588,3.6,4.2
935,2085,124589,7,18.4
935,2086,144442,6.1,14.1
935,2087,143074,7.2,23.6
935,2088,144445,4.2,3.6
935,2089,124593,5.2,13.2
935,2090,142018,4.1,10
935,2091,141554,7.6,24.8
935,2092,124595,7.1,19.4
935,2093,142025,6.9,20.6
935,2095,124597,6.7,17.5
935,2096,143069,6.4,16.7
935,2097,143361,6.1,19
935,2098,143806,7.8,35.7
935,2099,142026,6.1,19.4
935,2100,146173,4.8,11.9
935,2101,124602,4.7,6.8
935,2103,142027,5,13.6
935,2104,142187,6.3,17.1
935,2105,147509,5.8,13.8
935,2106,146494,7.4,22.2
935,2108,148824,6.8,14.3
935,2109,145694,5.2,10
935,2110,124609,4.4,7.5
935,2113,142580,5.8,14.7
935,2114,147931,5.2,11.7
935,2116,142770,6.1,18.3
935,2117,124613,4.9,8.6
935,2118,124614,5.3,14.5
935,2120,142786,8.1,23.6
935,2121,124615,5.6,15.9
935,2122,144446,6.2,15
935,2123,141551,4.8,12.2
935,2124,124618,3.7,4.7
935,2125,124619,5.1,14.5
935,2126,145460,4,5.7
935,2129,147932,4.9,14.5
935,2131,124624,6.3,14.4
935,2132,124625,5.3,13.3
935,2133,145835,4.2,6.8
935,2134,124627,5.7,15.7
935,2135,124628,5.5,11.1
935,2136,146875,5.2,12.8
935,2138,147933,4.5,10.2
935,2145,141640,5.3,10.7
935,2147,145541,4.5,8.4
935,2150,143050,3.7,3.8
935,2152,145695,4,4.9
935,2154,144212,7.7,28.4
935,2155,143147,4.9,10.3
935,2157,124645,7.7,26.8
935,2158,141819,5.7,15.5
935,2159,141591,6.2,18.1
935,2162,124650,6.8,19.2
935,2166,124654,6.2,17.4
935,2167,145540,6.6,16.7
935,2171,144329,5.9,19.1
935,2172,144213,6.7,20.5
935,2176,148750,6.5,18
935,2184,124668,3.9,6.3
935,2185,144216,8.9,33
935,2186,144217,5.3,12.6
935,2187,143549,4.6,9.6
935,2188,143550,6.3,18.8
935,2189,143671,5.7,13.4
935,2194,146460,4.4,9.7
935,2197,143830,8.6,34.1
935,2198,143860,6.4,19.1
935,2199,143861,5.3,13.6
935,2200,144275,6.1,16.1
935,2201,144276,7.6,20
935,2202,144399,5.7,16.9
935,2203,144625,3.8,5.9
935,2204,144215,7,28.2
935,2205,144553,8.4,31.6
935,2206,144826,7.9,28.6
935,2207,144827,5.7,18.6
935,2208,144828,7.1,21
935,2209,144218,5.9,15.4
935,2210,145031,4.3,9.9
935,2211,145118,6.4,18.1
935,2212,145234,6.1,14.3
935,2213,145237,4.1,8
935,2214,145476,5.3,15.5
935,2215,145559,7.2,23.2
935,2217,145851,4.6,8.2
935,2220,145698,5.5,12.1
935,2221,145979,5.9,16.2
935,2222,146086,6.4,18.1
935,2223,146271,7.3,20.8
935,2224,146280,8,25
935,2225,146323,5.4,9.4
935,2226,146532,6.2,18.4
935,2228,146961,12.7,40.9
935,2229,147450,6,16.7
935,2230,149067,5,10.3
935,2231,150276,5.1,11.4
935,2916,147934,5.9,17
935,2918,124675,5.7,8.3
935,2919,124676,4.6,6.7
935,2921,124678,3.9,4.4
935,2922,148414,4.2,10.6
935,2923,124680,5.1,11
935,2924,124681,4.4,7.2
935,2925,124682,5.3,10.4
935,2927,141849,7.5,27.4
935,2928,124685,3.4,7.4
935,2929,131962,5.6,13.4
935,2931,133605,5.9,17.4
935,3000,124686,4.8,10.5
935,3002,143056,4.4,9.4
935,3003,124688,4.6,8.5
935,3004,124689,3.9,4.1
935,3005,124690,3.9,6
935,3006,124691,4.8,10.9
935,3009,124692,3.9,6.8
935,3010,124693,5.3,13
935,3013,150065,4.1,9.8
935,3020,148751,3.3,3.8
935,3025,142547,4.3,11.5
935,3026,124698,4.9,13
935,3027,124699,5.1,12.8
935,3036,124702,5.1,12.1
935,3037,124703,5.7,12.3
935,3042,148846,6.7,25
935,3043,124706,4.3,7.6
935,3048,124709,4.6,6.1
935,3049,124710,5,8.9
935,3054,142554,6.1,10.8
935,3056,124712,5.7,16.8
935,3062,142562,5.1,12.5
935,3064,124717,5.1,12
935,3066,124718,7,14.3
935,3074,124719,4,9.4
935,3075,148752,6.4,27.3
935,3076,149991,6,18.8
935,3078,124723,8.4,26.8
935,3081,146148,9,22.9
935,3083,124727,5.4,13.3
935,3084,146234,7.9,23.8
935,3085,124729,4.2,7.9
935,3089,145696,5.8,17.2
935,3090,124732,4.9,12.8
935,3091,146175,6.1,23.6
935,3092,145539,4.2,5.9
935,3093,124735,5.2,11.3
935,3096,143807,3.3,4.8
935,3097,142994,4.8,10.6
935,3098,143070,4.8,8.3
935,3099,143071,3.7,6.5
935,3101,144849,5.8,15.1
935,3102,145697,6.5,15.9
935,3104,124744,4.7,10.5
935,3105,149423,5.9,18.4
935,3108,147575,5,5.3
935,3109,150251,4.1,2.5
935,3111,124748,5,11.3
935,3112,124749,4.6,9.5
935,3113,124750,3.2,3.7
935,3114,124751,4.4,6.2
935,3115,142595,4.1,4.2
935,3116,143065,5,7.6
935,3117,124754,7,24.5
935,3124,124757,4.8,11.5
935,3125,124758,5.2,10.3
935,3302,142597,6.1,16.1
935,3308,124762,6.6,19.8
935,3310,124763,5.8,11.6
935,3311,124764,5.8,14
935,3312,139149,4.3,9
935,3314,137419,6.2,15.3
935,3318,139448,3.8,5.1
935,3320,143624,4.1,9.4
935,3322,124770,4,5.7
935,3323,145692,5.3,15.3
935,3327,124772,4.3,9
935,3328,142598,4.3,6.9
935,3329,124774,5.4,8.6
935,3330,124775,5.3,14.5
935,3331,145693,5.5,13
935,3332,150252,7.4,14.9
935,3335,142806,5.4,14.2
935,3337,124781,4.3,6.6
935,3338,124782,5.7,17.1
935,3339,146229,10.1,35.6
935,3340,145382,4.1,4.2
935,3341,146977,4.4,7.7
935,3342,124786,3.6,3.2
935,3344,141842,4.6,8.1
935,3345,143360,5,10.2
935,3346,145795,4.1,7.3
935,4000,136990,10.8,30.5
935,4001,136757,10.8,33.1
935,4002,137134,9.9,27.9
935,4003,137321,13,34.6
935,4004,138162,10.1,31.2
935,4006,137674,8.2,25
935,4007,138373,8.7,21.3
935,4008,138506,8.8,27.9
935,4009,138250,9.2,31.4
935,4010,138273,18.6,46.4
935,4016,138274,15.8,42.6
935,4017,136918,10.3,28.5
935,4019,141639,9.5,25.6
935,4024,124802,8.5,24
935,4032,139403,15.4,40.2
935,4033,139867,8.6,26.4
935,4034,140032,12.2,34.1
935,4035,140047,10.5,32.4
935,4036,136271,7.7,21.4
935,4040,136782,9.3,25.3
935,4041,140669,8.7,26.2
935,4042,140969,7.7,18.4
935,4043,141236,8.4,25.8
935,4045,142759,10.6,25.7
935,4048,145055,8.7,23.5
935,4050,151384,13.4,36.7
935,4051,137901,8.8,24.7
935,4056,137055,8.9,23
935,4075,136998,9.2,25.8
935,4076,136834,11.1,32.7
935,4090,124840,8.7,23.2
935,4092,136827,10,26.8
935,4095,139288,11.5,35
935,4096,144214,7.3,20.9
935,4097,137218,9.3,28.4
935,4098,137208,10.1,31.3
935,4099,136969,7.5,20.5
935,4102,136322,10.4,30.8
935,4103,143362,10.7,28.1
935,4500,124856,9.5,26
935,4504,136416,7.6,19.6
935,4600,149285,8.2,25.2
